benchmark,solver,configuration,time,status,result,verifier-time,verifier-status,verifier-result,drat,drat_final,drat_time,cake,VBS_Origin,name
old/009-80-8.cnf.bz2,CaDiCaL-sc2020,default,2597.58,complete,SAT,0.018061,complete,SAT-VERIFIED,None,None,None,None,False,CaDiCaL-sc2020
old/009-80-8.cnf.bz2,DurianSat,default,411.037,complete,SAT,0.0177999,complete,SAT-VERIFIED,None,None,None,None,False,DurianSat
old/009-80-8.cnf.bz2,ExMapleLCMDistChronoBT,PADC_DL,643.21,complete,SAT,0.0166241,complete,SAT-VERIFIED,None,None,None,None,False,PADC_DL
old/009-80-8.cnf.bz2,ExMapleLCMDistChronoBT,PADC_DL_OVAU_Exp,297.273,complete,SAT,0.026078,complete,SAT-VERIFIED,None,None,None,None,False,PADC_DL_OVAU_Exp
old/009-80-8.cnf.bz2,ExMapleLCMDistChronoBT,PADC_DL_OVAU_Lin,998.299,complete,SAT,0.019302,complete,SAT-VERIFIED,None,None,None,None,False,PADC_DL_OVAU_Lin
old/009-80-8.cnf.bz2,ExMapleLCMDistChronoBT,PSIDS_DL,402.925,complete,SAT,0.0251819,complete,SAT-VERIFIED,None,None,None,None,False,PSIDS_DL
old/009-80-8.cnf.bz2,Kissat-sc2020-default,default,365.578,complete,SAT,0.0421901,complete,SAT-VERIFIED,None,None,None,None,False,Kissat
old/009-80-8.cnf.bz2,Kissat-sc2020-sat,default,1823.14,complete,SAT,0.0270809,complete,SAT-VERIFIED,None,None,None,None,False,Kissat-sat
old/009-80-8.cnf.bz2,Kissat-sc2020-unsat,default,957.231,complete,SAT,0.031889,complete,SAT-VERIFIED,None,None,None,None,False,Kissat-unsat
old/009-80-8.cnf.bz2,MLCMDChronoBT-DL-Scavel,default,387.634,complete,SAT,0.013459,complete,SAT-VERIFIED,None,None,None,None,False,Scavel
old/009-80-8.cnf.bz2,Maple-LCM-Dist-alluip-trail,default,663.579,complete,SAT,0.0173339,complete,SAT-VERIFIED,None,None,None,None,False,Maple-alluip-trail
old/009-80-8.cnf.bz2,MapleCOMSPS_LRB_VSIDS_2,LRB_VSIDS_2_init,234.733,complete,SAT,0.021147,complete,SAT-VERIFIED,None,None,None,None,False,MapleCOMSPS_init
old/009-80-8.cnf.bz2,MapleCOMSPS_LRB_VSIDS_2,default_drup,55.0479,complete,SAT,0.016602,complete,SAT-VERIFIED,None,None,None,None,True,MapleCOMSPS_drup
old/009-80-8.cnf.bz2,MapleLCMDistChronoBT-DL-Scavel01,default,953.268,complete,SAT,0.021849,complete,SAT-VERIFIED,None,None,None,None,False,Scavel01
old/009-80-8.cnf.bz2,MapleLCMDistChronoBT-DL-Scavel02,default,105.971,complete,SAT,0.015738,complete,SAT-VERIFIED,None,None,None,None,False,Scavel02
old/009-80-8.cnf.bz2,MapleLCMDistChronoBT-DL-f2trc,default,650.115,complete,SAT,0.0201521,complete,SAT-VERIFIED,None,None,None,None,False,f2trc-DL
old/009-80-8.cnf.bz2,MapleLCMDistChronoBT-DL-v3,default,754.827,complete,SAT,0.015414,complete,SAT-VERIFIED,None,None,None,None,False,MapleCBT-DL-v3
old/009-80-8.cnf.bz2,MapleLCMDistChronoBT-f2trc,default,883.452,complete,SAT,0.034691,complete,SAT-VERIFIED,None,None,None,None,False,f2trc
old/009-80-8.cnf.bz2,MapleLCMDistChronoBT-f2trc-s,default,622.263,complete,SAT,0.021462,complete,SAT-VERIFIED,None,None,None,None,False,f2trc-s
old/009-80-8.cnf.bz2,Maple_CM+dist,default,311.493,complete,SAT,0.0206399,complete,SAT-VERIFIED,None,None,None,None,False,MapleCM+dist
old/009-80-8.cnf.bz2,Maple_CM+dist+sattime2s+-,default,725.008,complete,SAT,0.0219471,complete,SAT-VERIFIED,None,None,None,None,False,MapleCM+dist+sat2s
old/009-80-8.cnf.bz2,Maple_CM+dist+simp2--,default,605.158,complete,SAT,0.0244219,complete,SAT-VERIFIED,None,None,None,None,False,MapleCM+dist+simp2
old/009-80-8.cnf.bz2,Maple_CMused+dist,default,640.075,complete,SAT,0.014623,complete,SAT-VERIFIED,None,None,None,None,False,MapleCMused+dist
old/009-80-8.cnf.bz2,Maple_mix,default,859.203,complete,SAT,0.0343349,complete,SAT-VERIFIED,None,None,None,None,False,Maple_Mix
old/009-80-8.cnf.bz2,Maple_simp,default,596.955,complete,SAT,0.017939,complete,SAT-VERIFIED,None,None,None,None,False,Maple_Simp
old/009-80-8.cnf.bz2,ParaFROST,default,3420.18,complete,SAT,0.0194419,complete,SAT-VERIFIED,None,None,None,None,False,ParaFROST
old/009-80-8.cnf.bz2,ParaFROST_CBT,default,1642.15,complete,SAT,0.0207049,complete,SAT-VERIFIED,None,None,None,None,False,ParaFROST_CBT
old/009-80-8.cnf.bz2,PauSat,default,5000.02,timeout (wallclock),UNKNOWN,0.0262539,complete,--,None,None,None,None,False,PauSat
old/009-80-8.cnf.bz2,PauSat_noproof,default,5000.02,timeout (wallclock),UNKNOWN,0.0307041,complete,--,None,None,None,None,False,PauSat_noproof
old/009-80-8.cnf.bz2,Relaxed_LCMDCBDL,default,781.582,complete,SAT,0.036002,complete,SAT-VERIFIED,None,None,None,None,False,Relaxed
old/009-80-8.cnf.bz2,Relaxed_LCMDCBDL_newTech,default,633.404,complete,SAT,0.026915,complete,SAT-VERIFIED,None,None,None,None,False,Relaxed_newTech
old/009-80-8.cnf.bz2,SLIME,default,361.515,complete,SAT,0.0232351,complete,SAT-VERIFIED,None,None,None,None,False,SLIME
old/009-80-8.cnf.bz2,Top16-Undominated-LC-MapleLCMDiscChronoBT-DL,default,1752.01,complete,SAT,0.018383,complete,SAT-VERIFIED,None,None,None,None,False,Undominated16
old/009-80-8.cnf.bz2,Top24-Undominated-LC-MapleLCMDiscChronoBT-DL,default,1756.85,complete,SAT,0.022475,complete,SAT-VERIFIED,None,None,None,None,False,Undominated24
old/009-80-8.cnf.bz2,Top36-Undominated-LC-MapleLCMDiscChronoBT-DL,default,1758.38,complete,SAT,0.0132571,complete,SAT-VERIFIED,None,None,None,None,False,Undominated36
old/009-80-8.cnf.bz2,Undominated-LC-MapleLCMDiscChronoBT-DL,default,666.358,complete,SAT,0.0252831,complete,SAT-VERIFIED,None,None,None,None,False,Undominated
old/009-80-8.cnf.bz2,cadical-alluip,default,1197.24,complete,SAT,0.0199321,complete,SAT-VERIFIED,None,None,None,None,False,CaDiCaL-alluip
old/009-80-8.cnf.bz2,cadical-alluip-trail,default,1198.07,complete,SAT,0.0191811,complete,SAT-VERIFIED,None,None,None,None,False,CaDiCaL-alluip-trail
old/009-80-8.cnf.bz2,cadical-trail,default,1333.1,complete,SAT,0.0227349,complete,SAT-VERIFIED,None,None,None,None,False,CaDiCaL-trail
old/009-80-8.cnf.bz2,cryptominisat-ccnr,default,238.386,complete,SAT,0.0252881,complete,SAT-VERIFIED,None,None,None,None,False,CMS-ccnr
old/009-80-8.cnf.bz2,cryptominisat-ccnr-lsids,default,2227.49,complete,SAT,0.0335599,complete,SAT-VERIFIED,None,None,None,None,False,CMS-ccnr-lsids
old/009-80-8.cnf.bz2,cryptominisat-walksat,default,1558.64,complete,SAT,0.028495,complete,SAT-VERIFIED,None,None,None,None,False,CMS-walksat
old/009-80-8.cnf.bz2,exp_L_MLD_CBT_DL,default,710.866,complete,SAT,0.016719,complete,SAT-VERIFIED,None,None,None,None,False,exp_L_MLD_CBT_DL
old/009-80-8.cnf.bz2,exp_V_LGB_MLD_CBT_DL,default,675.969,complete,SAT,0.0312489,complete,SAT-VERIFIED,None,None,None,None,False,exp_V_LGB_MLD_CBT_DL
old/009-80-8.cnf.bz2,exp_V_L_MLD_CBT_DL,default,711.937,complete,SAT,0.02846,complete,SAT-VERIFIED,None,None,None,None,False,exp_V_L_MLD_CBT_DL
old/009-80-8.cnf.bz2,exp_V_MLD_CBT_DL,default,386.214,complete,SAT,0.026683,complete,SAT-VERIFIED,None,None,None,None,False,exp_V_MLD_CBT_DL
old/009-80-8.cnf.bz2,glucose3.0,proofs,1018.85,complete,SAT,0.0145331,complete,SAT-VERIFIED,None,None,None,None,False,Glucose3.0_proofs
old/009-80-8.cnf.bz2,upGlucose-3.0_PADC,default,572.259,complete,SAT,0.0248849,complete,SAT-VERIFIED,None,None,None,None,False,upGlucose3.0_PADC
new/01-integer-programming-20-30-40.cnf.bz2,CaDiCaL-sc2020,default,1732.65,complete,SAT,0.025571,complete,SAT-VERIFIED,None,None,None,None,False,CaDiCaL-sc2020
new/01-integer-programming-20-30-40.cnf.bz2,DurianSat,default,5000.02,timeout (wallclock),UNKNOWN,0.024116,complete,--,None,None,None,None,False,DurianSat
new/01-integer-programming-20-30-40.cnf.bz2,ExMapleLCMDistChronoBT,PADC_DL,5000.04,timeout (wallclock),UNKNOWN,0.019313,complete,--,None,None,None,None,False,PADC_DL
new/01-integer-programming-20-30-40.cnf.bz2,ExMapleLCMDistChronoBT,PADC_DL_OVAU_Exp,5000.05,timeout (cpu),UNKNOWN,0.0139549,complete,--,None,None,None,None,False,PADC_DL_OVAU_Exp
new/01-integer-programming-20-30-40.cnf.bz2,ExMapleLCMDistChronoBT,PADC_DL_OVAU_Lin,5000.02,timeout (wallclock),UNKNOWN,0.0224479,complete,--,None,None,None,None,False,PADC_DL_OVAU_Lin
new/01-integer-programming-20-30-40.cnf.bz2,ExMapleLCMDistChronoBT,PSIDS_DL,5000.02,timeout (wallclock),UNKNOWN,0.022049,complete,--,None,None,None,None,False,PSIDS_DL
new/01-integer-programming-20-30-40.cnf.bz2,Kissat-sc2020-default,default,2455.28,complete,SAT,0.025929,complete,SAT-VERIFIED,None,None,None,None,False,Kissat
new/01-integer-programming-20-30-40.cnf.bz2,Kissat-sc2020-sat,default,1446.7,complete,SAT,0.0247751,complete,SAT-VERIFIED,None,None,None,None,False,Kissat-sat
new/01-integer-programming-20-30-40.cnf.bz2,Kissat-sc2020-unsat,default,3882.07,complete,SAT,0.0192641,complete,SAT-VERIFIED,None,None,None,None,False,Kissat-unsat
new/01-integer-programming-20-30-40.cnf.bz2,MLCMDChronoBT-DL-Scavel,default,5000.11,timeout (wallclock),UNKNOWN,0.016006,complete,--,None,None,None,None,False,Scavel
new/01-integer-programming-20-30-40.cnf.bz2,Maple-LCM-Dist-alluip-trail,default,5000.02,timeout (wallclock),UNKNOWN,0.0164121,complete,--,None,None,None,None,False,Maple-alluip-trail
new/01-integer-programming-20-30-40.cnf.bz2,MapleCOMSPS_LRB_VSIDS_2,LRB_VSIDS_2_init,1156.87,complete,SAT,0.0247189,complete,SAT-VERIFIED,None,None,None,None,False,MapleCOMSPS_init
new/01-integer-programming-20-30-40.cnf.bz2,MapleCOMSPS_LRB_VSIDS_2,default_drup,5000.09,timeout (wallclock),UNKNOWN,0.0218719,complete,--,None,None,None,None,False,MapleCOMSPS_drup
new/01-integer-programming-20-30-40.cnf.bz2,MapleLCMDistChronoBT-DL-Scavel01,default,5000.02,timeout (wallclock),UNKNOWN,0.0220099,complete,--,None,None,None,None,False,Scavel01
new/01-integer-programming-20-30-40.cnf.bz2,MapleLCMDistChronoBT-DL-Scavel02,default,5000.02,timeout (wallclock),UNKNOWN,0.0185891,complete,--,None,None,None,None,False,Scavel02
new/01-integer-programming-20-30-40.cnf.bz2,MapleLCMDistChronoBT-DL-f2trc,default,1792.32,complete,SAT,0.0235529,complete,SAT-VERIFIED,None,None,None,None,False,f2trc-DL
new/01-integer-programming-20-30-40.cnf.bz2,MapleLCMDistChronoBT-DL-v3,default,5000.07,timeout (wallclock),UNKNOWN,0.0181919,complete,--,None,None,None,None,False,MapleCBT-DL-v3
new/01-integer-programming-20-30-40.cnf.bz2,MapleLCMDistChronoBT-f2trc,default,2714.89,complete,SAT,0.025705,complete,SAT-VERIFIED,None,None,None,None,False,f2trc
new/01-integer-programming-20-30-40.cnf.bz2,MapleLCMDistChronoBT-f2trc-s,default,4584.79,complete,SAT,0.038534,complete,SAT-VERIFIED,None,None,None,None,False,f2trc-s
new/01-integer-programming-20-30-40.cnf.bz2,Maple_CM+dist,default,5000.03,timeout (wallclock),UNKNOWN,0.021063,complete,--,None,None,None,None,False,MapleCM+dist
new/01-integer-programming-20-30-40.cnf.bz2,Maple_CM+dist+sattime2s+-,default,5000.02,timeout (wallclock),UNKNOWN,0.02124,complete,--,None,None,None,None,False,MapleCM+dist+sat2s
new/01-integer-programming-20-30-40.cnf.bz2,Maple_CM+dist+simp2--,default,4999.97,timeout (cpu),UNKNOWN,0.021335,complete,--,None,None,None,None,False,MapleCM+dist+simp2
new/01-integer-programming-20-30-40.cnf.bz2,Maple_CMused+dist,default,5000.07,timeout (wallclock),UNKNOWN,0.0221861,complete,--,None,None,None,None,False,MapleCMused+dist
new/01-integer-programming-20-30-40.cnf.bz2,Maple_mix,default,5000.07,timeout (wallclock),UNKNOWN,0.0187501,complete,--,None,None,None,None,False,Maple_Mix
new/01-integer-programming-20-30-40.cnf.bz2,Maple_simp,default,5000.05,timeout (wallclock),UNKNOWN,0.0279351,complete,--,None,None,None,None,False,Maple_Simp
new/01-integer-programming-20-30-40.cnf.bz2,ParaFROST,default,5000.08,timeout (wallclock),UNKNOWN,0.0215601,complete,--,None,None,None,None,False,ParaFROST
new/01-integer-programming-20-30-40.cnf.bz2,ParaFROST_CBT,default,5000.02,timeout (wallclock),UNKNOWN,0.0204309,complete,--,None,None,None,None,False,ParaFROST_CBT
new/01-integer-programming-20-30-40.cnf.bz2,PauSat,default,5000.07,timeout (wallclock),UNKNOWN,0.0198789,complete,--,None,None,None,None,False,PauSat
new/01-integer-programming-20-30-40.cnf.bz2,PauSat_noproof,default,5000.02,timeout (wallclock),UNKNOWN,0.0247859,complete,--,None,None,None,None,False,PauSat_noproof
new/01-integer-programming-20-30-40.cnf.bz2,Relaxed_LCMDCBDL,default,5000.05,timeout (wallclock),UNKNOWN,0.016205,complete,--,None,None,None,None,False,Relaxed
new/01-integer-programming-20-30-40.cnf.bz2,Relaxed_LCMDCBDL_newTech,default,5000.03,timeout (wallclock),UNKNOWN,0.021839,complete,--,None,None,None,None,False,Relaxed_newTech
new/01-integer-programming-20-30-40.cnf.bz2,SLIME,default,4750.64,complete,SAT,0.016913,complete,SAT-VERIFIED,None,None,None,None,False,SLIME
new/01-integer-programming-20-30-40.cnf.bz2,Top16-Undominated-LC-MapleLCMDiscChronoBT-DL,default,5000.06,timeout (wallclock),UNKNOWN,0.023663,complete,--,None,None,None,None,False,Undominated16
new/01-integer-programming-20-30-40.cnf.bz2,Top24-Undominated-LC-MapleLCMDiscChronoBT-DL,default,5000.04,timeout (wallclock),UNKNOWN,0.0210561,complete,--,None,None,None,None,False,Undominated24
new/01-integer-programming-20-30-40.cnf.bz2,Top36-Undominated-LC-MapleLCMDiscChronoBT-DL,default,5000.03,timeout (wallclock),UNKNOWN,0.021306,complete,--,None,None,None,None,False,Undominated36
new/01-integer-programming-20-30-40.cnf.bz2,Undominated-LC-MapleLCMDiscChronoBT-DL,default,5000.02,timeout (wallclock),UNKNOWN,0.013214,complete,--,None,None,None,None,False,Undominated
new/01-integer-programming-20-30-40.cnf.bz2,cadical-alluip,default,2210.74,complete,SAT,0.01713,complete,SAT-VERIFIED,None,None,None,None,False,CaDiCaL-alluip
new/01-integer-programming-20-30-40.cnf.bz2,cadical-alluip-trail,default,2215.07,complete,SAT,0.017191,complete,SAT-VERIFIED,None,None,None,None,False,CaDiCaL-alluip-trail
new/01-integer-programming-20-30-40.cnf.bz2,cadical-trail,default,1154.36,complete,SAT,0.015091,complete,SAT-VERIFIED,None,None,None,None,True,CaDiCaL-trail
new/01-integer-programming-20-30-40.cnf.bz2,cryptominisat-ccnr,default,4061.36,complete,SAT,0.023746,complete,SAT-VERIFIED,None,None,None,None,False,CMS-ccnr
new/01-integer-programming-20-30-40.cnf.bz2,cryptominisat-ccnr-lsids,default,5000.04,timeout (wallclock),UNKNOWN,0.0244341,complete,--,None,None,None,None,False,CMS-ccnr-lsids
new/01-integer-programming-20-30-40.cnf.bz2,cryptominisat-walksat,default,5000.02,timeout (wallclock),UNKNOWN,0.0323369,complete,--,None,None,None,None,False,CMS-walksat
new/01-integer-programming-20-30-40.cnf.bz2,exp_L_MLD_CBT_DL,default,5000.03,timeout (wallclock),UNKNOWN,0.024834,complete,--,None,None,None,None,False,exp_L_MLD_CBT_DL
new/01-integer-programming-20-30-40.cnf.bz2,exp_V_LGB_MLD_CBT_DL,default,5000.02,timeout (wallclock),UNKNOWN,0.022693,complete,--,None,None,None,None,False,exp_V_LGB_MLD_CBT_DL
new/01-integer-programming-20-30-40.cnf.bz2,exp_V_L_MLD_CBT_DL,default,5000.01,timeout (wallclock),UNKNOWN,0.0175171,complete,--,None,None,None,None,False,exp_V_L_MLD_CBT_DL
new/01-integer-programming-20-30-40.cnf.bz2,exp_V_MLD_CBT_DL,default,5000.03,timeout (wallclock),UNKNOWN,0.0205199,complete,--,None,None,None,None,False,exp_V_MLD_CBT_DL
new/01-integer-programming-20-30-40.cnf.bz2,glucose3.0,proofs,5000.02,timeout (wallclock),UNKNOWN,0.0163809,complete,--,None,None,None,None,False,Glucose3.0_proofs
new/01-integer-programming-20-30-40.cnf.bz2,upGlucose-3.0_PADC,default,5000.01,timeout (wallclock),UNKNOWN,0.02326,complete,--,None,None,None,None,False,upGlucose3.0_PADC
new/01-integer-programming-5-10-100.cnf.bz2,CaDiCaL-sc2020,default,5000.03,timeout (wallclock),UNKNOWN,0.034759,complete,--,None,None,None,None,False,CaDiCaL-sc2020
new/01-integer-programming-5-10-100.cnf.bz2,DurianSat,default,5000.08,timeout (wallclock),UNKNOWN,0.023551,complete,--,None,None,None,None,False,DurianSat
new/01-integer-programming-5-10-100.cnf.bz2,ExMapleLCMDistChronoBT,PADC_DL,5000.01,timeout (wallclock),UNKNOWN,0.0224571,complete,--,None,None,None,None,False,PADC_DL
new/01-integer-programming-5-10-100.cnf.bz2,ExMapleLCMDistChronoBT,PADC_DL_OVAU_Exp,5000.01,timeout (wallclock),UNKNOWN,0.027119,complete,--,None,None,None,None,False,PADC_DL_OVAU_Exp
new/01-integer-programming-5-10-100.cnf.bz2,ExMapleLCMDistChronoBT,PADC_DL_OVAU_Lin,5000.01,timeout (wallclock),UNKNOWN,0.0254031,complete,--,None,None,None,None,False,PADC_DL_OVAU_Lin
new/01-integer-programming-5-10-100.cnf.bz2,ExMapleLCMDistChronoBT,PSIDS_DL,5000.05,timeout (wallclock),UNKNOWN,0.0360839,complete,--,None,None,None,None,False,PSIDS_DL
new/01-integer-programming-5-10-100.cnf.bz2,Kissat-sc2020-default,default,5000.09,timeout (wallclock),UNKNOWN,0.023932,complete,--,None,None,None,None,False,Kissat
new/01-integer-programming-5-10-100.cnf.bz2,Kissat-sc2020-sat,default,5000.02,timeout (wallclock),UNKNOWN,0.017997,complete,--,None,None,None,None,False,Kissat-sat
new/01-integer-programming-5-10-100.cnf.bz2,Kissat-sc2020-unsat,default,5000.02,timeout (wallclock),UNKNOWN,0.0240619,complete,--,None,None,None,None,False,Kissat-unsat
new/01-integer-programming-5-10-100.cnf.bz2,MLCMDChronoBT-DL-Scavel,default,5000.02,timeout (wallclock),UNKNOWN,0.0295449,complete,--,None,None,None,None,False,Scavel
new/01-integer-programming-5-10-100.cnf.bz2,Maple-LCM-Dist-alluip-trail,default,5000.02,timeout (wallclock),UNKNOWN,0.022364,complete,--,None,None,None,None,False,Maple-alluip-trail
new/01-integer-programming-5-10-100.cnf.bz2,MapleCOMSPS_LRB_VSIDS_2,LRB_VSIDS_2_init,4999.95,timeout (cpu),UNKNOWN,0.027992,complete,--,None,None,None,None,False,MapleCOMSPS_init
new/01-integer-programming-5-10-100.cnf.bz2,MapleCOMSPS_LRB_VSIDS_2,default_drup,5000.04,timeout (wallclock),UNKNOWN,0.025878,complete,--,None,None,None,None,False,MapleCOMSPS_drup
new/01-integer-programming-5-10-100.cnf.bz2,MapleLCMDistChronoBT-DL-Scavel01,default,5000.02,timeout (wallclock),UNKNOWN,0.033762,complete,--,None,None,None,None,False,Scavel01
new/01-integer-programming-5-10-100.cnf.bz2,MapleLCMDistChronoBT-DL-Scavel02,default,5000.02,timeout (wallclock),UNKNOWN,0.0249561,complete,--,None,None,None,None,False,Scavel02
new/01-integer-programming-5-10-100.cnf.bz2,MapleLCMDistChronoBT-DL-f2trc,default,5000.06,timeout (wallclock),UNKNOWN,0.0172559,complete,--,None,None,None,None,False,f2trc-DL
new/01-integer-programming-5-10-100.cnf.bz2,MapleLCMDistChronoBT-DL-v3,default,5000.07,timeout (wallclock),UNKNOWN,0.035508,complete,--,None,None,None,None,False,MapleCBT-DL-v3
new/01-integer-programming-5-10-100.cnf.bz2,MapleLCMDistChronoBT-f2trc,default,5000.04,timeout (wallclock),UNKNOWN,0.0156,complete,--,None,None,None,None,False,f2trc
new/01-integer-programming-5-10-100.cnf.bz2,MapleLCMDistChronoBT-f2trc-s,default,5000.03,timeout (wallclock),UNKNOWN,0.0261951,complete,--,None,None,None,None,False,f2trc-s
new/01-integer-programming-5-10-100.cnf.bz2,Maple_CM+dist,default,5000.08,timeout (wallclock),UNKNOWN,0.0242011,complete,--,None,None,None,None,False,MapleCM+dist
new/01-integer-programming-5-10-100.cnf.bz2,Maple_CM+dist+sattime2s+-,default,5000.03,timeout (wallclock),UNKNOWN,0.0330399,complete,--,None,None,None,None,False,MapleCM+dist+sat2s
new/01-integer-programming-5-10-100.cnf.bz2,Maple_CM+dist+simp2--,default,5000.02,timeout (wallclock),UNKNOWN,0.0204121,complete,--,None,None,None,None,False,MapleCM+dist+simp2
new/01-integer-programming-5-10-100.cnf.bz2,Maple_CMused+dist,default,5000.05,timeout (wallclock),UNKNOWN,0.0266821,complete,--,None,None,None,None,False,MapleCMused+dist
new/01-integer-programming-5-10-100.cnf.bz2,Maple_mix,default,5000.02,timeout (wallclock),UNKNOWN,0.0238421,complete,--,None,None,None,None,False,Maple_Mix
new/01-integer-programming-5-10-100.cnf.bz2,Maple_simp,default,5000.08,timeout (wallclock),UNKNOWN,0.015764,complete,--,None,None,None,None,False,Maple_Simp
new/01-integer-programming-5-10-100.cnf.bz2,ParaFROST,default,5000.04,timeout (wallclock),UNKNOWN,0.0193051,complete,--,None,None,None,None,False,ParaFROST
new/01-integer-programming-5-10-100.cnf.bz2,ParaFROST_CBT,default,5000.06,timeout (wallclock),UNKNOWN,0.0193109,complete,--,None,None,None,None,False,ParaFROST_CBT
new/01-integer-programming-5-10-100.cnf.bz2,PauSat,default,5000.03,timeout (wallclock),UNKNOWN,0.031207,complete,--,None,None,None,None,False,PauSat
new/01-integer-programming-5-10-100.cnf.bz2,PauSat_noproof,default,5000.02,timeout (wallclock),UNKNOWN,0.022314,complete,--,None,None,None,None,False,PauSat_noproof
new/01-integer-programming-5-10-100.cnf.bz2,Relaxed_LCMDCBDL,default,5000.01,timeout (wallclock),UNKNOWN,0.0338091,complete,--,None,None,None,None,False,Relaxed
new/01-integer-programming-5-10-100.cnf.bz2,Relaxed_LCMDCBDL_newTech,default,5000.02,timeout (wallclock),UNKNOWN,0.0206039,complete,--,None,None,None,None,False,Relaxed_newTech
new/01-integer-programming-5-10-100.cnf.bz2,SLIME,default,5000.01,timeout (wallclock),UNKNOWN,0.016032,complete,--,None,None,None,None,False,SLIME
new/01-integer-programming-5-10-100.cnf.bz2,Top16-Undominated-LC-MapleLCMDiscChronoBT-DL,default,5000.04,timeout (wallclock),UNKNOWN,0.019872,complete,--,None,None,None,None,False,Undominated16
new/01-integer-programming-5-10-100.cnf.bz2,Top24-Undominated-LC-MapleLCMDiscChronoBT-DL,default,5000.06,timeout (wallclock),UNKNOWN,0.0167071,complete,--,None,None,None,None,False,Undominated24
new/01-integer-programming-5-10-100.cnf.bz2,Top36-Undominated-LC-MapleLCMDiscChronoBT-DL,default,5000.04,timeout (wallclock),UNKNOWN,0.022335,complete,--,None,None,None,None,False,Undominated36
new/01-integer-programming-5-10-100.cnf.bz2,Undominated-LC-MapleLCMDiscChronoBT-DL,default,5000.04,timeout (wallclock),UNKNOWN,0.015651,complete,--,None,None,None,None,False,Undominated
new/01-integer-programming-5-10-100.cnf.bz2,cadical-alluip,default,5000.08,timeout (wallclock),UNKNOWN,0.0288759,complete,--,None,None,None,None,False,CaDiCaL-alluip
new/01-integer-programming-5-10-100.cnf.bz2,cadical-alluip-trail,default,5000.03,timeout (wallclock),UNKNOWN,0.0236779,complete,--,None,None,None,None,False,CaDiCaL-alluip-trail
new/01-integer-programming-5-10-100.cnf.bz2,cadical-trail,default,5000.02,timeout (wallclock),UNKNOWN,0.021412,complete,--,None,None,None,None,False,CaDiCaL-trail
new/01-integer-programming-5-10-100.cnf.bz2,cryptominisat-ccnr,default,5000.11,timeout (wallclock),UNKNOWN,0.013495,complete,--,None,None,None,None,False,CMS-ccnr
new/01-integer-programming-5-10-100.cnf.bz2,cryptominisat-ccnr-lsids,default,5000.01,timeout (wallclock),UNKNOWN,0.026284,complete,--,None,None,None,None,False,CMS-ccnr-lsids
new/01-integer-programming-5-10-100.cnf.bz2,cryptominisat-walksat,default,5000.01,timeout (wallclock),UNKNOWN,0.018869,complete,--,None,None,None,None,False,CMS-walksat
new/01-integer-programming-5-10-100.cnf.bz2,exp_L_MLD_CBT_DL,default,5000.02,timeout (wallclock),UNKNOWN,0.0201301,complete,--,None,None,None,None,False,exp_L_MLD_CBT_DL
new/01-integer-programming-5-10-100.cnf.bz2,exp_V_LGB_MLD_CBT_DL,default,5000.02,timeout (wallclock),UNKNOWN,0.022872,complete,--,None,None,None,None,False,exp_V_LGB_MLD_CBT_DL
new/01-integer-programming-5-10-100.cnf.bz2,exp_V_L_MLD_CBT_DL,default,5000.05,timeout (wallclock),UNKNOWN,0.0181051,complete,--,None,None,None,None,False,exp_V_L_MLD_CBT_DL
new/01-integer-programming-5-10-100.cnf.bz2,exp_V_MLD_CBT_DL,default,5000.03,timeout (wallclock),UNKNOWN,0.0246879,complete,--,None,None,None,None,False,exp_V_MLD_CBT_DL
new/01-integer-programming-5-10-100.cnf.bz2,glucose3.0,proofs,5000.05,timeout (wallclock),UNKNOWN,0.0255679,complete,--,None,None,None,None,False,Glucose3.0_proofs
new/01-integer-programming-5-10-100.cnf.bz2,upGlucose-3.0_PADC,default,5000.03,timeout (wallclock),UNKNOWN,0.023758,complete,--,None,None,None,None,False,upGlucose3.0_PADC
new/170055892.cnf.bz2,CaDiCaL-sc2020,default,5000.05,timeout (wallclock),UNKNOWN,0.023922,complete,--,None,None,None,None,False,CaDiCaL-sc2020
new/170055892.cnf.bz2,DurianSat,default,5000.09,timeout (wallclock),UNKNOWN,0.02888,complete,--,None,None,None,None,False,DurianSat
new/170055892.cnf.bz2,ExMapleLCMDistChronoBT,PADC_DL,5000.06,timeout (wallclock),UNKNOWN,0.022929,complete,--,None,None,None,None,False,PADC_DL
new/170055892.cnf.bz2,ExMapleLCMDistChronoBT,PADC_DL_OVAU_Exp,5000.01,timeout (wallclock),UNKNOWN,0.020771,complete,--,None,None,None,None,False,PADC_DL_OVAU_Exp
new/170055892.cnf.bz2,ExMapleLCMDistChronoBT,PADC_DL_OVAU_Lin,5000.03,timeout (wallclock),UNKNOWN,0.0180811,complete,--,None,None,None,None,False,PADC_DL_OVAU_Lin
new/170055892.cnf.bz2,ExMapleLCMDistChronoBT,PSIDS_DL,5000.07,timeout (wallclock),UNKNOWN,0.020043,complete,--,None,None,None,None,False,PSIDS_DL
new/170055892.cnf.bz2,Kissat-sc2020-default,default,0.894889,complete,SAT,0.010775,complete,SAT-VERIFIED,None,None,None,None,False,Kissat
new/170055892.cnf.bz2,Kissat-sc2020-sat,default,0.2435,complete,SAT,0.0111991,complete,SAT-VERIFIED,None,None,None,None,False,Kissat-sat
