benchmark,solver,configuration,solver time,status,result,verifier time,verifier result
sat/dislog_a12_x12_n22.cnf.bz2,PauSat,default,1167.74,complete,SAT-VERIFIED,0.02049,--
sat/dislog_a12_x12_n22.cnf.bz2,PauSat_noproof,default,1192.59,complete,SAT-VERIFIED,0.0209879,--
sat/dislog_a12_x12_n22.cnf.bz2,Relaxed_LCMDCBDL,default,5000.07,timeout (wallclock),UNKNOWN,0.0230479,TIMEOUT
sat/dislog_a12_x12_n22.cnf.bz2,Relaxed_LCMDCBDL_newTech,default,592.495,complete,SAT-VERIFIED,0.0171389,--
sat/dislog_a12_x12_n22.cnf.bz2,SLIME,default,2660.76,complete,SAT-VERIFIED,0.0218,--
sat/dislog_a12_x12_n22.cnf.bz2,Top16-Undominated-LC-MapleLCMDiscChronoBT-DL,default,5000.07,timeout (wallclock),UNKNOWN,0.0165941,TIMEOUT
sat/dislog_a12_x12_n22.cnf.bz2,Top24-Undominated-LC-MapleLCMDiscChronoBT-DL,default,5000.07,timeout (wallclock),UNKNOWN,0.017359,TIMEOUT
sat/dislog_a12_x12_n22.cnf.bz2,Top36-Undominated-LC-MapleLCMDiscChronoBT-DL,default,5000.02,timeout (wallclock),UNKNOWN,0.01258,TIMEOUT
sat/dislog_a12_x12_n22.cnf.bz2,Undominated-LC-MapleLCMDiscChronoBT-DL,default,2093.04,complete,SAT-VERIFIED,0.0217119,--
sat/dislog_a12_x12_n22.cnf.bz2,cadical-alluip,default,1671.89,complete,SAT-VERIFIED,0.0211619,--
sat/dislog_a12_x12_n22.cnf.bz2,cadical-alluip-trail,default,1660.13,complete,SAT-VERIFIED,0.0176531,--
sat/dislog_a12_x12_n22.cnf.bz2,cadical-trail,default,1646.31,complete,SAT-VERIFIED,0.018868,--
sat/dislog_a12_x12_n22.cnf.bz2,cryptominisat-ccnr,default,1990.08,complete,SAT-VERIFIED,0.023348,--
sat/dislog_a12_x12_n22.cnf.bz2,cryptominisat-ccnr-lsids,default,977.611,complete,SAT-VERIFIED,0.021239,--
sat/dislog_a12_x12_n22.cnf.bz2,cryptominisat-walksat,default,1542.74,complete,SAT-VERIFIED,0.0221201,--
sat/dislog_a12_x12_n22.cnf.bz2,exp_L_MLD_CBT_DL,default,2129.26,complete,SAT-VERIFIED,0.0175299,--
sat/dislog_a12_x12_n22.cnf.bz2,exp_V_LGB_MLD_CBT_DL,default,289.543,complete,SAT-VERIFIED,0.02395,--
sat/dislog_a12_x12_n22.cnf.bz2,exp_V_L_MLD_CBT_DL,default,2130.28,complete,SAT-VERIFIED,0.02148,--
sat/dislog_a12_x12_n22.cnf.bz2,exp_V_MLD_CBT_DL,default,465.461,complete,SAT-VERIFIED,0.017755,--
sat/dislog_a12_x12_n22.cnf.bz2,glucose3.0,proofs,1077.63,complete,SAT-VERIFIED,0.0212681,--
sat/dislog_a12_x12_n22.cnf.bz2,upGlucose-3.0_PADC,default,5000.05,timeout (wallclock),UNKNOWN,0.02083,TIMEOUT
sat/dislog_a14_x14_n24.cnf.bz2,CaDiCaL-sc2020,default,5000.07,timeout (wallclock),UNKNOWN,0.020821,TIMEOUT
sat/dislog_a14_x14_n24.cnf.bz2,DurianSat,default,5000.03,timeout (wallclock),UNKNOWN,0.021778,TIMEOUT
sat/dislog_a14_x14_n24.cnf.bz2,ExMapleLCMDistChronoBT,PADC_DL,5000.01,timeout (wallclock),UNKNOWN,0.0284659,TIMEOUT
sat/dislog_a14_x14_n24.cnf.bz2,ExMapleLCMDistChronoBT,PADC_DL_OVAU_Exp,5000.09,timeout (wallclock),UNKNOWN,0.0268251,TIMEOUT
sat/dislog_a14_x14_n24.cnf.bz2,ExMapleLCMDistChronoBT,PADC_DL_OVAU_Lin,5000.02,timeout (wallclock),UNKNOWN,0.0344299,TIMEOUT
sat/dislog_a14_x14_n24.cnf.bz2,ExMapleLCMDistChronoBT,PSIDS_DL,5000.03,timeout (wallclock),UNKNOWN,0.0216039,TIMEOUT
sat/dislog_a14_x14_n24.cnf.bz2,Kissat-sc2020-default,default,5000.08,timeout (wallclock),UNKNOWN,0.0295041,TIMEOUT
sat/dislog_a14_x14_n24.cnf.bz2,Kissat-sc2020-sat,default,5000.09,timeout (wallclock),UNKNOWN,0.021069,TIMEOUT
sat/dislog_a14_x14_n24.cnf.bz2,Kissat-sc2020-unsat,default,5000.06,timeout (wallclock),UNKNOWN,0.0566641,TIMEOUT
sat/dislog_a14_x14_n24.cnf.bz2,MLCMDChronoBT-DL-Scavel,default,5000.03,timeout (wallclock),UNKNOWN,0.018054,TIMEOUT
sat/dislog_a14_x14_n24.cnf.bz2,Maple-LCM-Dist-alluip-trail,default,5000.03,timeout (wallclock),UNKNOWN,0.0176041,TIMEOUT
sat/dislog_a14_x14_n24.cnf.bz2,MapleCOMSPS_LRB_VSIDS_2,LRB_VSIDS_2_init,5000.07,timeout (wallclock),UNKNOWN,0.023981,TIMEOUT
sat/dislog_a14_x14_n24.cnf.bz2,MapleCOMSPS_LRB_VSIDS_2,default_drup,5000.07,timeout (wallclock),UNKNOWN,0.0394291,TIMEOUT
sat/dislog_a14_x14_n24.cnf.bz2,MapleLCMDistChronoBT-DL-Scavel01,default,5000.02,timeout (wallclock),UNKNOWN,0.021648,TIMEOUT
sat/dislog_a14_x14_n24.cnf.bz2,MapleLCMDistChronoBT-DL-Scavel02,default,5000.06,timeout (wallclock),UNKNOWN,0.024577,TIMEOUT
sat/dislog_a14_x14_n24.cnf.bz2,MapleLCMDistChronoBT-DL-f2trc,default,5000.02,timeout (wallclock),UNKNOWN,0.022545,TIMEOUT
sat/dislog_a14_x14_n24.cnf.bz2,MapleLCMDistChronoBT-DL-v3,default,5000.03,timeout (wallclock),UNKNOWN,0.0206501,TIMEOUT
sat/dislog_a14_x14_n24.cnf.bz2,MapleLCMDistChronoBT-f2trc,default,5000.02,timeout (wallclock),UNKNOWN,0.013752,TIMEOUT
sat/dislog_a14_x14_n24.cnf.bz2,MapleLCMDistChronoBT-f2trc-s,default,5000.01,timeout (wallclock),UNKNOWN,0.0226129,TIMEOUT
sat/dislog_a14_x14_n24.cnf.bz2,Maple_CM+dist,default,5000.06,timeout (wallclock),UNKNOWN,0.017985,TIMEOUT
sat/dislog_a14_x14_n24.cnf.bz2,Maple_CM+dist+sattime2s+-,default,5000.04,timeout (wallclock),UNKNOWN,0.0215149,TIMEOUT
sat/dislog_a14_x14_n24.cnf.bz2,Maple_CM+dist+simp2--,default,5000.07,timeout (cpu),UNKNOWN,0.0194671,TIMEOUT
sat/dislog_a14_x14_n24.cnf.bz2,Maple_CMused+dist,default,4999.99,timeout (cpu),UNKNOWN,0.0148919,TIMEOUT
sat/dislog_a14_x14_n24.cnf.bz2,Maple_mix,default,5000.02,timeout (wallclock),UNKNOWN,0.0224091,TIMEOUT
sat/dislog_a14_x14_n24.cnf.bz2,Maple_simp,default,5000.02,timeout (wallclock),UNKNOWN,0.0186941,TIMEOUT
sat/dislog_a14_x14_n24.cnf.bz2,ParaFROST,default,5000.03,timeout (wallclock),UNKNOWN,0.023217,TIMEOUT
sat/dislog_a14_x14_n24.cnf.bz2,ParaFROST_CBT,default,5000.07,timeout (wallclock),UNKNOWN,0.02724,TIMEOUT
sat/dislog_a14_x14_n24.cnf.bz2,PauSat,default,2266.91,complete,SAT-VERIFIED,0.0296481,--
sat/dislog_a14_x14_n24.cnf.bz2,PauSat_noproof,default,2264.47,complete,SAT-VERIFIED,0.0240709,--
sat/dislog_a14_x14_n24.cnf.bz2,Relaxed_LCMDCBDL,default,5000.05,timeout (wallclock),UNKNOWN,0.0201291,TIMEOUT
sat/dislog_a14_x14_n24.cnf.bz2,Relaxed_LCMDCBDL_newTech,default,1296.88,complete,SAT-VERIFIED,0.0150241,--
sat/dislog_a14_x14_n24.cnf.bz2,SLIME,default,5000.03,timeout (wallclock),UNKNOWN,0.021237,TIMEOUT
sat/dislog_a14_x14_n24.cnf.bz2,Top16-Undominated-LC-MapleLCMDiscChronoBT-DL,default,4999.86,timeout (cpu),UNKNOWN,0.0243649,TIMEOUT
sat/dislog_a14_x14_n24.cnf.bz2,Top24-Undominated-LC-MapleLCMDiscChronoBT-DL,default,5000.09,timeout (wallclock),UNKNOWN,0.0199299,TIMEOUT
sat/dislog_a14_x14_n24.cnf.bz2,Top36-Undominated-LC-MapleLCMDiscChronoBT-DL,default,4999.99,timeout (cpu),UNKNOWN,0.0162971,TIMEOUT
sat/dislog_a14_x14_n24.cnf.bz2,Undominated-LC-MapleLCMDiscChronoBT-DL,default,5000.06,timeout (wallclock),UNKNOWN,0.0215571,TIMEOUT
sat/dislog_a14_x14_n24.cnf.bz2,cadical-alluip,default,5000.03,timeout (wallclock),UNKNOWN,0.0201289,TIMEOUT
sat/dislog_a14_x14_n24.cnf.bz2,cadical-alluip-trail,default,5000.1,timeout (wallclock),UNKNOWN,0.0225889,TIMEOUT
sat/dislog_a14_x14_n24.cnf.bz2,cadical-trail,default,5000.06,timeout (wallclock),UNKNOWN,0.0217449,TIMEOUT
sat/dislog_a14_x14_n24.cnf.bz2,cryptominisat-ccnr,default,5000.02,timeout (wallclock),UNKNOWN,0.015371,TIMEOUT
sat/dislog_a14_x14_n24.cnf.bz2,cryptominisat-ccnr-lsids,default,5000.08,timeout (wallclock),UNKNOWN,0.0350609,TIMEOUT
sat/dislog_a14_x14_n24.cnf.bz2,cryptominisat-walksat,default,5000.01,timeout (wallclock),UNKNOWN,0.020845,TIMEOUT
sat/dislog_a14_x14_n24.cnf.bz2,exp_L_MLD_CBT_DL,default,5000.11,timeout (wallclock),UNKNOWN,0.024788,TIMEOUT
sat/dislog_a14_x14_n24.cnf.bz2,exp_V_LGB_MLD_CBT_DL,default,5000.01,timeout (wallclock),UNKNOWN,0.025001,TIMEOUT
sat/dislog_a14_x14_n24.cnf.bz2,exp_V_L_MLD_CBT_DL,default,5000.07,timeout (wallclock),UNKNOWN,0.0209571,TIMEOUT
sat/dislog_a14_x14_n24.cnf.bz2,exp_V_MLD_CBT_DL,default,5000.04,timeout (wallclock),UNKNOWN,0.0195011,TIMEOUT
sat/dislog_a14_x14_n24.cnf.bz2,glucose3.0,proofs,5000.01,timeout (wallclock),UNKNOWN,0.0253181,TIMEOUT
sat/dislog_a14_x14_n24.cnf.bz2,upGlucose-3.0_PADC,default,5000.05,timeout (wallclock),UNKNOWN,0.025322,TIMEOUT
sat/dislog_a19_x19_n29.cnf.bz2,CaDiCaL-sc2020,default,5000.03,timeout (wallclock),UNKNOWN,0.0195179,TIMEOUT
sat/dislog_a19_x19_n29.cnf.bz2,DurianSat,default,5000.1,timeout (wallclock),UNKNOWN,0.0180221,TIMEOUT
sat/dislog_a19_x19_n29.cnf.bz2,ExMapleLCMDistChronoBT,PADC_DL,5000.05,timeout (wallclock),UNKNOWN,0.0202519,TIMEOUT
sat/dislog_a19_x19_n29.cnf.bz2,ExMapleLCMDistChronoBT,PADC_DL_OVAU_Exp,5000.02,timeout (wallclock),UNKNOWN,0.0332291,TIMEOUT
sat/dislog_a19_x19_n29.cnf.bz2,ExMapleLCMDistChronoBT,PADC_DL_OVAU_Lin,5000.01,timeout (wallclock),UNKNOWN,0.022488,TIMEOUT
sat/dislog_a19_x19_n29.cnf.bz2,ExMapleLCMDistChronoBT,PSIDS_DL,5000.03,timeout (wallclock),UNKNOWN,0.0250781,TIMEOUT
sat/dislog_a19_x19_n29.cnf.bz2,Kissat-sc2020-default,default,5000.02,timeout (wallclock),UNKNOWN,0.016128,TIMEOUT
sat/dislog_a19_x19_n29.cnf.bz2,Kissat-sc2020-sat,default,5000.08,timeout (wallclock),UNKNOWN,0.019719,TIMEOUT
sat/dislog_a19_x19_n29.cnf.bz2,Kissat-sc2020-unsat,default,5000.02,timeout (wallclock),UNKNOWN,0.024831,TIMEOUT
sat/dislog_a19_x19_n29.cnf.bz2,MLCMDChronoBT-DL-Scavel,default,5000.06,timeout (wallclock),UNKNOWN,0.0163669,TIMEOUT
sat/dislog_a19_x19_n29.cnf.bz2,Maple-LCM-Dist-alluip-trail,default,5000.05,timeout (wallclock),UNKNOWN,0.027106,TIMEOUT
sat/dislog_a19_x19_n29.cnf.bz2,MapleCOMSPS_LRB_VSIDS_2,LRB_VSIDS_2_init,5000.07,timeout (wallclock),UNKNOWN,0.0268621,TIMEOUT
sat/dislog_a19_x19_n29.cnf.bz2,MapleCOMSPS_LRB_VSIDS_2,default_drup,5000.08,timeout (wallclock),UNKNOWN,0.022626,TIMEOUT
sat/dislog_a19_x19_n29.cnf.bz2,MapleLCMDistChronoBT-DL-Scavel01,default,5000.02,timeout (wallclock),UNKNOWN,0.01892,TIMEOUT
sat/dislog_a19_x19_n29.cnf.bz2,MapleLCMDistChronoBT-DL-Scavel02,default,5000.02,timeout (wallclock),UNKNOWN,0.0224269,TIMEOUT
sat/dislog_a19_x19_n29.cnf.bz2,MapleLCMDistChronoBT-DL-f2trc,default,5000.02,timeout (wallclock),UNKNOWN,0.0167931,TIMEOUT
sat/dislog_a19_x19_n29.cnf.bz2,MapleLCMDistChronoBT-DL-v3,default,5000.03,timeout (cpu),UNKNOWN,0.023796,TIMEOUT
sat/dislog_a19_x19_n29.cnf.bz2,MapleLCMDistChronoBT-f2trc,default,5000.04,timeout (wallclock),UNKNOWN,0.0170309,TIMEOUT
sat/dislog_a19_x19_n29.cnf.bz2,MapleLCMDistChronoBT-f2trc-s,default,5000.05,timeout (wallclock),UNKNOWN,0.01969,TIMEOUT
sat/dislog_a19_x19_n29.cnf.bz2,Maple_CM+dist,default,5000.06,timeout (wallclock),UNKNOWN,0.0166079,TIMEOUT
sat/dislog_a19_x19_n29.cnf.bz2,Maple_CM+dist+sattime2s+-,default,5000.02,timeout (wallclock),UNKNOWN,0.016015,TIMEOUT
sat/dislog_a19_x19_n29.cnf.bz2,Maple_CM+dist+simp2--,default,5000.1,timeout (wallclock),UNKNOWN,0.024611,TIMEOUT
sat/dislog_a19_x19_n29.cnf.bz2,Maple_CMused+dist,default,5000.06,timeout (wallclock),UNKNOWN,0.0188291,TIMEOUT
sat/dislog_a19_x19_n29.cnf.bz2,Maple_mix,default,5000.1,timeout (wallclock),UNKNOWN,0.0249801,TIMEOUT
sat/dislog_a19_x19_n29.cnf.bz2,Maple_simp,default,5000.01,timeout (wallclock),UNKNOWN,0.0218969,TIMEOUT
sat/dislog_a19_x19_n29.cnf.bz2,ParaFROST,default,5000.08,timeout (wallclock),UNKNOWN,0.017675,TIMEOUT
sat/dislog_a19_x19_n29.cnf.bz2,ParaFROST_CBT,default,5000.03,timeout (wallclock),UNKNOWN,0.023888,TIMEOUT
sat/dislog_a19_x19_n29.cnf.bz2,PauSat,default,5000.08,timeout (wallclock),UNKNOWN,0.0246329,TIMEOUT
sat/dislog_a19_x19_n29.cnf.bz2,PauSat_noproof,default,5000.02,timeout (wallclock),UNKNOWN,0.0342949,TIMEOUT
sat/dislog_a19_x19_n29.cnf.bz2,Relaxed_LCMDCBDL,default,5000.02,timeout (wallclock),UNKNOWN,0.0222119,TIMEOUT
sat/dislog_a19_x19_n29.cnf.bz2,Relaxed_LCMDCBDL_newTech,default,5000.02,timeout (wallclock),UNKNOWN,0.0227579,TIMEOUT
sat/dislog_a19_x19_n29.cnf.bz2,SLIME,default,5000.03,timeout (wallclock),UNKNOWN,0.0200611,TIMEOUT
sat/dislog_a19_x19_n29.cnf.bz2,Top16-Undominated-LC-MapleLCMDiscChronoBT-DL,default,5000.07,timeout (wallclock),UNKNOWN,0.021088,TIMEOUT
sat/dislog_a19_x19_n29.cnf.bz2,Top24-Undominated-LC-MapleLCMDiscChronoBT-DL,default,5000.04,timeout (cpu),UNKNOWN,0.0191059,TIMEOUT
sat/dislog_a19_x19_n29.cnf.bz2,Top36-Undominated-LC-MapleLCMDiscChronoBT-DL,default,5000.06,timeout (wallclock),UNKNOWN,0.0166411,TIMEOUT
sat/dislog_a19_x19_n29.cnf.bz2,Undominated-LC-MapleLCMDiscChronoBT-DL,default,5000.01,timeout (wallclock),UNKNOWN,0.0165601,TIMEOUT
sat/dislog_a19_x19_n29.cnf.bz2,cadical-alluip,default,5000.08,timeout (wallclock),UNKNOWN,0.029113,TIMEOUT
sat/dislog_a19_x19_n29.cnf.bz2,cadical-alluip-trail,default,5000.01,timeout (wallclock),UNKNOWN,0.022592,TIMEOUT
sat/dislog_a19_x19_n29.cnf.bz2,cadical-trail,default,5000.02,timeout (wallclock),UNKNOWN,0.0230271,TIMEOUT
sat/dislog_a19_x19_n29.cnf.bz2,cryptominisat-ccnr,default,5000.03,timeout (wallclock),UNKNOWN,0.0158899,TIMEOUT
sat/dislog_a19_x19_n29.cnf.bz2,cryptominisat-ccnr-lsids,default,5000.02,timeout (wallclock),UNKNOWN,0.0177281,TIMEOUT
sat/dislog_a19_x19_n29.cnf.bz2,cryptominisat-walksat,default,5000.03,timeout (wallclock),UNKNOWN,0.019799,TIMEOUT
sat/dislog_a19_x19_n29.cnf.bz2,exp_L_MLD_CBT_DL,default,5000.1,timeout (wallclock),UNKNOWN,0.0333981,TIMEOUT
sat/dislog_a19_x19_n29.cnf.bz2,exp_V_LGB_MLD_CBT_DL,default,5000.07,timeout (wallclock),UNKNOWN,0.0215399,TIMEOUT
sat/dislog_a19_x19_n29.cnf.bz2,exp_V_L_MLD_CBT_DL,default,5000.06,timeout (wallclock),UNKNOWN,0.016244,TIMEOUT
sat/dislog_a19_x19_n29.cnf.bz2,exp_V_MLD_CBT_DL,default,5000.06,timeout (wallclock),UNKNOWN,0.0190859,TIMEOUT
sat/dislog_a19_x19_n29.cnf.bz2,glucose3.0,proofs,5000.02,timeout (wallclock),UNKNOWN,0.0328929,TIMEOUT
sat/dislog_a19_x19_n29.cnf.bz2,upGlucose-3.0_PADC,default,5000.06,timeout (wallclock),UNKNOWN,0.0226579,TIMEOUT
sat/fclqcolor-18-14-11.cnf.gz.CP3-cnfmiter.cnf.bz2,CaDiCaL-sc2020,default,60.1026,complete,UNSAT,276.183,--
sat/fclqcolor-18-14-11.cnf.gz.CP3-cnfmiter.cnf.bz2,DurianSat,default,496.462,complete,UNSAT,73.7175,--
sat/fclqcolor-18-14-11.cnf.gz.CP3-cnfmiter.cnf.bz2,ExMapleLCMDistChronoBT,PADC_DL,666.236,complete,UNSAT,96.6894,--
sat/fclqcolor-18-14-11.cnf.gz.CP3-cnfmiter.cnf.bz2,ExMapleLCMDistChronoBT,PADC_DL_OVAU_Exp,295.55,complete,UNSAT,101.8,--
sat/fclqcolor-18-14-11.cnf.gz.CP3-cnfmiter.cnf.bz2,ExMapleLCMDistChronoBT,PADC_DL_OVAU_Lin,296.21,complete,UNSAT,103.848,--
sat/fclqcolor-18-14-11.cnf.gz.CP3-cnfmiter.cnf.bz2,ExMapleLCMDistChronoBT,PSIDS_DL,286.639,complete,UNSAT,104.379,--
sat/fclqcolor-18-14-11.cnf.gz.CP3-cnfmiter.cnf.bz2,Kissat-sc2020-default,default,33.6826,complete,UNSAT,55.454,--
sat/fclqcolor-18-14-11.cnf.gz.CP3-cnfmiter.cnf.bz2,Kissat-sc2020-sat,default,40.4319,complete,UNSAT,56.7327,--
sat/fclqcolor-18-14-11.cnf.gz.CP3-cnfmiter.cnf.bz2,Kissat-sc2020-unsat,default,36.8272,complete,UNSAT,57.7217,--
sat/fclqcolor-18-14-11.cnf.gz.CP3-cnfmiter.cnf.bz2,MLCMDChronoBT-DL-Scavel,default,1020.22,complete,UNSAT,299.421,--
sat/fclqcolor-18-14-11.cnf.gz.CP3-cnfmiter.cnf.bz2,Maple-LCM-Dist-alluip-trail,default,642.918,complete,UNSAT,164.366,--
sat/fclqcolor-18-14-11.cnf.gz.CP3-cnfmiter.cnf.bz2,MapleCOMSPS_LRB_VSIDS_2,LRB_VSIDS_2_init,491.513,complete,UNSAT,208.378,--
sat/fclqcolor-18-14-11.cnf.gz.CP3-cnfmiter.cnf.bz2,MapleCOMSPS_LRB_VSIDS_2,default_drup,613.484,complete,UNSAT,211.542,--
sat/fclqcolor-18-14-11.cnf.gz.CP3-cnfmiter.cnf.bz2,MapleLCMDistChronoBT-DL-Scavel01,default,1021.42,complete,UNSAT,299.819,--
sat/fclqcolor-18-14-11.cnf.gz.CP3-cnfmiter.cnf.bz2,MapleLCMDistChronoBT-DL-Scavel02,default,1020.71,complete,UNSAT,304.789,--
sat/fclqcolor-18-14-11.cnf.gz.CP3-cnfmiter.cnf.bz2,MapleLCMDistChronoBT-DL-f2trc,default,692.602,complete,UNSAT,117.451,--
sat/fclqcolor-18-14-11.cnf.gz.CP3-cnfmiter.cnf.bz2,MapleLCMDistChronoBT-DL-v3,default,665.049,complete,UNSAT,97.5428,--
sat/fclqcolor-18-14-11.cnf.gz.CP3-cnfmiter.cnf.bz2,MapleLCMDistChronoBT-f2trc,default,687.037,complete,UNSAT,113.669,--
sat/fclqcolor-18-14-11.cnf.gz.CP3-cnfmiter.cnf.bz2,MapleLCMDistChronoBT-f2trc-s,default,735.936,complete,UNSAT,177.038,--
sat/fclqcolor-18-14-11.cnf.gz.CP3-cnfmiter.cnf.bz2,Maple_CM+dist,default,1119.3,complete,UNSAT,177.693,--
sat/fclqcolor-18-14-11.cnf.gz.CP3-cnfmiter.cnf.bz2,Maple_CM+dist+sattime2s+-,default,580.412,complete,UNSAT,41.3403,--
sat/fclqcolor-18-14-11.cnf.gz.CP3-cnfmiter.cnf.bz2,Maple_CM+dist+simp2--,default,670.409,complete,UNSAT,47.525,--
sat/fclqcolor-18-14-11.cnf.gz.CP3-cnfmiter.cnf.bz2,Maple_CMused+dist,default,2450.87,complete,UNSAT,298.241,--
sat/fclqcolor-18-14-11.cnf.gz.CP3-cnfmiter.cnf.bz2,Maple_mix,default,697.236,complete,UNSAT,140.62,--
sat/fclqcolor-18-14-11.cnf.gz.CP3-cnfmiter.cnf.bz2,Maple_simp,default,789.5,complete,UNSAT,141.131,--
sat/fclqcolor-18-14-11.cnf.gz.CP3-cnfmiter.cnf.bz2,ParaFROST,default,257.197,complete,UNSAT,113.486,--
sat/fclqcolor-18-14-11.cnf.gz.CP3-cnfmiter.cnf.bz2,ParaFROST_CBT,default,13.6578,complete,UNSAT,59.6048,--
sat/fclqcolor-18-14-11.cnf.gz.CP3-cnfmiter.cnf.bz2,PauSat,default,841.656,complete,UNSAT,138.801,--
sat/fclqcolor-18-14-11.cnf.gz.CP3-cnfmiter.cnf.bz2,PauSat_noproof,default,839.426,complete,UNSAT,140.7,--
sat/fclqcolor-18-14-11.cnf.gz.CP3-cnfmiter.cnf.bz2,Relaxed_LCMDCBDL,default,943.642,complete,UNSAT,317.913,--
sat/fclqcolor-18-14-11.cnf.gz.CP3-cnfmiter.cnf.bz2,Relaxed_LCMDCBDL_newTech,default,941.869,complete,UNSAT,317.859,--
sat/fclqcolor-18-14-11.cnf.gz.CP3-cnfmiter.cnf.bz2,SLIME,default,195.946,complete,UNSAT,187.368,--
sat/fclqcolor-18-14-11.cnf.gz.CP3-cnfmiter.cnf.bz2,Top16-Undominated-LC-MapleLCMDiscChronoBT-DL,default,743.839,complete,UNSAT,87.7752,--
sat/fclqcolor-18-14-11.cnf.gz.CP3-cnfmiter.cnf.bz2,Top24-Undominated-LC-MapleLCMDiscChronoBT-DL,default,743.711,complete,UNSAT,86.2915,--
sat/fclqcolor-18-14-11.cnf.gz.CP3-cnfmiter.cnf.bz2,Top36-Undominated-LC-MapleLCMDiscChronoBT-DL,default,744.863,complete,UNSAT,83.6851,--
sat/fclqcolor-18-14-11.cnf.gz.CP3-cnfmiter.cnf.bz2,Undominated-LC-MapleLCMDiscChronoBT-DL,default,552.752,complete,UNSAT,81.5419,--
sat/fclqcolor-18-14-11.cnf.gz.CP3-cnfmiter.cnf.bz2,cadical-alluip,default,71.7086,complete,UNSAT,60.7817,--
sat/fclqcolor-18-14-11.cnf.gz.CP3-cnfmiter.cnf.bz2,cadical-alluip-trail,default,72.1553,complete,UNSAT,63.9343,--
sat/fclqcolor-18-14-11.cnf.gz.CP3-cnfmiter.cnf.bz2,cadical-trail,default,159.123,complete,UNSAT,56.2698,--
sat/fclqcolor-18-14-11.cnf.gz.CP3-cnfmiter.cnf.bz2,cryptominisat-ccnr,default,13.4077,complete,UNSAT,46.1457,--
sat/fclqcolor-18-14-11.cnf.gz.CP3-cnfmiter.cnf.bz2,cryptominisat-ccnr-lsids,default,13.391,complete,UNSAT,45.7813,--
sat/fclqcolor-18-14-11.cnf.gz.CP3-cnfmiter.cnf.bz2,cryptominisat-walksat,default,13.3927,complete,UNSAT,46.5195,--
sat/fclqcolor-18-14-11.cnf.gz.CP3-cnfmiter.cnf.bz2,exp_L_MLD_CBT_DL,default,1006.22,complete,UNSAT,305.711,--
sat/fclqcolor-18-14-11.cnf.gz.CP3-cnfmiter.cnf.bz2,exp_V_LGB_MLD_CBT_DL,default,1049.2,complete,UNSAT,305.149,--
sat/fclqcolor-18-14-11.cnf.gz.CP3-cnfmiter.cnf.bz2,exp_V_L_MLD_CBT_DL,default,1019.05,complete,UNSAT,305.451,--
sat/fclqcolor-18-14-11.cnf.gz.CP3-cnfmiter.cnf.bz2,exp_V_MLD_CBT_DL,default,1025.8,complete,UNSAT,299.062,--
sat/fclqcolor-18-14-11.cnf.gz.CP3-cnfmiter.cnf.bz2,glucose3.0,proofs,239.34,complete,UNSAT,89.6502,--
sat/fclqcolor-18-14-11.cnf.gz.CP3-cnfmiter.cnf.bz2,upGlucose-3.0_PADC,default,298.167,complete,UNSAT,92.1248,--
sat/fclqcolor-20-15-12.cnf.gz.CP3-cnfmiter.cnf.bz2,CaDiCaL-sc2020,default,107.709,complete,UNSAT,110.576,--
sat/fclqcolor-20-15-12.cnf.gz.CP3-cnfmiter.cnf.bz2,DurianSat,default,475.044,complete,UNSAT,160.565,--
sat/fclqcolor-20-15-12.cnf.gz.CP3-cnfmiter.cnf.bz2,ExMapleLCMDistChronoBT,PADC_DL,805.033,complete,UNSAT,193.198,--
sat/fclqcolor-20-15-12.cnf.gz.CP3-cnfmiter.cnf.bz2,ExMapleLCMDistChronoBT,PADC_DL_OVAU_Exp,681.156,complete,UNSAT,195.53,--
sat/fclqcolor-20-15-12.cnf.gz.CP3-cnfmiter.cnf.bz2,ExMapleLCMDistChronoBT,PADC_DL_OVAU_Lin,682.812,complete,UNSAT,196.588,--
sat/fclqcolor-20-15-12.cnf.gz.CP3-cnfmiter.cnf.bz2,ExMapleLCMDistChronoBT,PSIDS_DL,513.351,complete,UNSAT,157.374,--
sat/fclqcolor-20-15-12.cnf.gz.CP3-cnfmiter.cnf.bz2,Kissat-sc2020-default,default,71.4957,complete,UNSAT,150.365,--
sat/fclqcolor-20-15-12.cnf.gz.CP3-cnfmiter.cnf.bz2,Kissat-sc2020-sat,default,88.4722,complete,UNSAT,150.819,--
sat/fclqcolor-20-15-12.cnf.gz.CP3-cnfmiter.cnf.bz2,Kissat-sc2020-unsat,default,92.0225,complete,UNSAT,129.905,--
sat/fclqcolor-20-15-12.cnf.gz.CP3-cnfmiter.cnf.bz2,MLCMDChronoBT-DL-Scavel,default,1280.17,complete,UNSAT,538.996,--
sat/fclqcolor-20-15-12.cnf.gz.CP3-cnfmiter.cnf.bz2,Maple-LCM-Dist-alluip-trail,default,897.215,complete,UNSAT,250.405,--
sat/fclqcolor-20-15-12.cnf.gz.CP3-cnfmiter.cnf.bz2,MapleCOMSPS_LRB_VSIDS_2,LRB_VSIDS_2_init,1752.7,complete,UNSAT,462.343,--
sat/fclqcolor-20-15-12.cnf.gz.CP3-cnfmiter.cnf.bz2,MapleCOMSPS_LRB_VSIDS_2,default_drup,1347.46,complete,UNSAT,478.761,--
