benchmark,solver,configuration,solver time,status,result,verifier time,verifier result
sat/PRESENT_round_1-32_faultAt_30_fault_injections_10_seed_1579630418.cnf.bz2,Kissat-sc2020-default,default,5000.01,timeout (wallclock),UNKNOWN,0.0160261,TIMEOUT
sat/PRESENT_round_1-32_faultAt_30_fault_injections_10_seed_1579630418.cnf.bz2,Kissat-sc2020-sat,default,5000.04,timeout (wallclock),UNKNOWN,0.0194309,TIMEOUT
sat/PRESENT_round_1-32_faultAt_30_fault_injections_10_seed_1579630418.cnf.bz2,Kissat-sc2020-unsat,default,5000.04,timeout (wallclock),UNKNOWN,0.0222261,TIMEOUT
sat/PRESENT_round_1-32_faultAt_30_fault_injections_10_seed_1579630418.cnf.bz2,MLCMDChronoBT-DL-Scavel,default,5000.02,timeout (wallclock),UNKNOWN,0.022754,TIMEOUT
sat/PRESENT_round_1-32_faultAt_30_fault_injections_10_seed_1579630418.cnf.bz2,Maple-LCM-Dist-alluip-trail,default,5000.06,timeout (wallclock),UNKNOWN,0.0210611,TIMEOUT
sat/PRESENT_round_1-32_faultAt_30_fault_injections_10_seed_1579630418.cnf.bz2,MapleCOMSPS_LRB_VSIDS_2,LRB_VSIDS_2_init,5000.1,timeout (wallclock),UNKNOWN,0.0213141,TIMEOUT
sat/PRESENT_round_1-32_faultAt_30_fault_injections_10_seed_1579630418.cnf.bz2,MapleCOMSPS_LRB_VSIDS_2,default_drup,5000.06,timeout (wallclock),UNKNOWN,0.0186571,TIMEOUT
sat/PRESENT_round_1-32_faultAt_30_fault_injections_10_seed_1579630418.cnf.bz2,MapleLCMDistChronoBT-DL-Scavel01,default,5000.02,timeout (cpu),UNKNOWN,0.0197061,TIMEOUT
sat/PRESENT_round_1-32_faultAt_30_fault_injections_10_seed_1579630418.cnf.bz2,MapleLCMDistChronoBT-DL-Scavel02,default,5000.08,timeout (wallclock),UNKNOWN,0.0145821,TIMEOUT
sat/PRESENT_round_1-32_faultAt_30_fault_injections_10_seed_1579630418.cnf.bz2,MapleLCMDistChronoBT-DL-f2trc,default,5000.02,timeout (wallclock),UNKNOWN,0.02592,TIMEOUT
sat/PRESENT_round_1-32_faultAt_30_fault_injections_10_seed_1579630418.cnf.bz2,MapleLCMDistChronoBT-DL-v3,default,5000.02,timeout (wallclock),UNKNOWN,0.0142859,TIMEOUT
sat/PRESENT_round_1-32_faultAt_30_fault_injections_10_seed_1579630418.cnf.bz2,MapleLCMDistChronoBT-f2trc,default,5000.02,timeout (wallclock),UNKNOWN,0.017784,TIMEOUT
sat/PRESENT_round_1-32_faultAt_30_fault_injections_10_seed_1579630418.cnf.bz2,MapleLCMDistChronoBT-f2trc-s,default,5000.05,timeout (wallclock),UNKNOWN,0.0174739,TIMEOUT
sat/PRESENT_round_1-32_faultAt_30_fault_injections_10_seed_1579630418.cnf.bz2,Maple_CM+dist,default,5000.03,timeout (wallclock),UNKNOWN,0.0197029,TIMEOUT
sat/PRESENT_round_1-32_faultAt_30_fault_injections_10_seed_1579630418.cnf.bz2,Maple_CM+dist+sattime2s+-,default,5000.01,timeout (wallclock),UNKNOWN,0.0256851,TIMEOUT
sat/PRESENT_round_1-32_faultAt_30_fault_injections_10_seed_1579630418.cnf.bz2,Maple_CM+dist+simp2--,default,5000.1,timeout (wallclock),UNKNOWN,0.0263839,TIMEOUT
sat/PRESENT_round_1-32_faultAt_30_fault_injections_10_seed_1579630418.cnf.bz2,Maple_CMused+dist,default,5000.02,timeout (wallclock),UNKNOWN,0.0158171,TIMEOUT
sat/PRESENT_round_1-32_faultAt_30_fault_injections_10_seed_1579630418.cnf.bz2,Maple_mix,default,5000.08,timeout (wallclock),UNKNOWN,0.018068,TIMEOUT
sat/PRESENT_round_1-32_faultAt_30_fault_injections_10_seed_1579630418.cnf.bz2,Maple_simp,default,5000.04,timeout (wallclock),UNKNOWN,0.0282651,TIMEOUT
sat/PRESENT_round_1-32_faultAt_30_fault_injections_10_seed_1579630418.cnf.bz2,ParaFROST,default,5000.02,timeout (wallclock),UNKNOWN,0.0224679,TIMEOUT
sat/PRESENT_round_1-32_faultAt_30_fault_injections_10_seed_1579630418.cnf.bz2,ParaFROST_CBT,default,5000.01,timeout (wallclock),UNKNOWN,0.0233281,TIMEOUT
sat/PRESENT_round_1-32_faultAt_30_fault_injections_10_seed_1579630418.cnf.bz2,PauSat,default,5000.02,timeout (wallclock),UNKNOWN,0.0136421,TIMEOUT
sat/PRESENT_round_1-32_faultAt_30_fault_injections_10_seed_1579630418.cnf.bz2,PauSat_noproof,default,5000.09,timeout (wallclock),UNKNOWN,0.019747,TIMEOUT
sat/PRESENT_round_1-32_faultAt_30_fault_injections_10_seed_1579630418.cnf.bz2,Relaxed_LCMDCBDL,default,5000.02,timeout (cpu),UNKNOWN,0.016709,TIMEOUT
sat/PRESENT_round_1-32_faultAt_30_fault_injections_10_seed_1579630418.cnf.bz2,Relaxed_LCMDCBDL_newTech,default,5000.06,timeout (wallclock),UNKNOWN,0.0182189,TIMEOUT
sat/PRESENT_round_1-32_faultAt_30_fault_injections_10_seed_1579630418.cnf.bz2,SLIME,default,5000.02,timeout (wallclock),UNKNOWN,0.0163381,TIMEOUT
sat/PRESENT_round_1-32_faultAt_30_fault_injections_10_seed_1579630418.cnf.bz2,Top16-Undominated-LC-MapleLCMDiscChronoBT-DL,default,5000.04,timeout (wallclock),UNKNOWN,0.0234889,TIMEOUT
sat/PRESENT_round_1-32_faultAt_30_fault_injections_10_seed_1579630418.cnf.bz2,Top24-Undominated-LC-MapleLCMDiscChronoBT-DL,default,5000.07,timeout (wallclock),UNKNOWN,0.0212309,TIMEOUT
sat/PRESENT_round_1-32_faultAt_30_fault_injections_10_seed_1579630418.cnf.bz2,Top36-Undominated-LC-MapleLCMDiscChronoBT-DL,default,5000.05,timeout (wallclock),UNKNOWN,0.0195461,TIMEOUT
sat/PRESENT_round_1-32_faultAt_30_fault_injections_10_seed_1579630418.cnf.bz2,Undominated-LC-MapleLCMDiscChronoBT-DL,default,5000.03,timeout (wallclock),UNKNOWN,0.0226071,TIMEOUT
sat/PRESENT_round_1-32_faultAt_30_fault_injections_10_seed_1579630418.cnf.bz2,cadical-alluip,default,5000.04,timeout (wallclock),UNKNOWN,0.0193061,TIMEOUT
sat/PRESENT_round_1-32_faultAt_30_fault_injections_10_seed_1579630418.cnf.bz2,cadical-alluip-trail,default,5000.04,timeout (wallclock),UNKNOWN,0.0190071,TIMEOUT
sat/PRESENT_round_1-32_faultAt_30_fault_injections_10_seed_1579630418.cnf.bz2,cadical-trail,default,5000.03,timeout (wallclock),UNKNOWN,0.021724,TIMEOUT
sat/PRESENT_round_1-32_faultAt_30_fault_injections_10_seed_1579630418.cnf.bz2,cryptominisat-ccnr,default,5000.02,timeout (wallclock),UNKNOWN,0.027283,TIMEOUT
sat/PRESENT_round_1-32_faultAt_30_fault_injections_10_seed_1579630418.cnf.bz2,cryptominisat-ccnr-lsids,default,5000.03,timeout (wallclock),UNKNOWN,0.0378669,TIMEOUT
sat/PRESENT_round_1-32_faultAt_30_fault_injections_10_seed_1579630418.cnf.bz2,cryptominisat-walksat,default,5000.08,timeout (wallclock),UNKNOWN,0.020366,TIMEOUT
sat/PRESENT_round_1-32_faultAt_30_fault_injections_10_seed_1579630418.cnf.bz2,exp_L_MLD_CBT_DL,default,5000.04,timeout (wallclock),UNKNOWN,0.0279709,TIMEOUT
sat/PRESENT_round_1-32_faultAt_30_fault_injections_10_seed_1579630418.cnf.bz2,exp_V_LGB_MLD_CBT_DL,default,5000.02,timeout (wallclock),UNKNOWN,0.024556,TIMEOUT
sat/PRESENT_round_1-32_faultAt_30_fault_injections_10_seed_1579630418.cnf.bz2,exp_V_L_MLD_CBT_DL,default,5000.11,timeout (wallclock),UNKNOWN,0.0359501,TIMEOUT
sat/PRESENT_round_1-32_faultAt_30_fault_injections_10_seed_1579630418.cnf.bz2,exp_V_MLD_CBT_DL,default,5000.1,timeout (wallclock),UNKNOWN,0.0210931,TIMEOUT
sat/PRESENT_round_1-32_faultAt_30_fault_injections_10_seed_1579630418.cnf.bz2,glucose3.0,proofs,5000.05,timeout (wallclock),UNKNOWN,0.02137,TIMEOUT
sat/PRESENT_round_1-32_faultAt_30_fault_injections_10_seed_1579630418.cnf.bz2,upGlucose-3.0_PADC,default,5000.02,timeout (wallclock),UNKNOWN,0.021456,TIMEOUT
sat/Steiner-135-32-bce.cnf.bz2,CaDiCaL-sc2020,default,565.422,complete,SAT-VERIFIED,0.0165161,--
sat/Steiner-135-32-bce.cnf.bz2,DurianSat,default,1432.74,complete,SAT-VERIFIED,0.0208809,--
sat/Steiner-135-32-bce.cnf.bz2,ExMapleLCMDistChronoBT,PADC_DL,5000.01,timeout (wallclock),UNKNOWN,0.0133469,TIMEOUT
sat/Steiner-135-32-bce.cnf.bz2,ExMapleLCMDistChronoBT,PADC_DL_OVAU_Exp,5000.02,timeout (wallclock),UNKNOWN,0.024096,TIMEOUT
sat/Steiner-135-32-bce.cnf.bz2,ExMapleLCMDistChronoBT,PADC_DL_OVAU_Lin,5000.1,timeout (wallclock),UNKNOWN,0.0243951,TIMEOUT
sat/Steiner-135-32-bce.cnf.bz2,ExMapleLCMDistChronoBT,PSIDS_DL,4057.16,complete,SAT-VERIFIED,0.021679,--
sat/Steiner-135-32-bce.cnf.bz2,Kissat-sc2020-default,default,5000.01,timeout (wallclock),UNKNOWN,0.0292441,TIMEOUT
sat/Steiner-135-32-bce.cnf.bz2,Kissat-sc2020-sat,default,5000.11,timeout (wallclock),UNKNOWN,0.0176741,TIMEOUT
sat/Steiner-135-32-bce.cnf.bz2,Kissat-sc2020-unsat,default,4976.86,complete,SAT-VERIFIED,0.0242139,--
sat/Steiner-135-32-bce.cnf.bz2,MLCMDChronoBT-DL-Scavel,default,5000.03,timeout (wallclock),UNKNOWN,0.016377,TIMEOUT
sat/Steiner-135-32-bce.cnf.bz2,Maple-LCM-Dist-alluip-trail,default,5000.02,timeout (wallclock),UNKNOWN,0.026197,TIMEOUT
sat/Steiner-135-32-bce.cnf.bz2,MapleCOMSPS_LRB_VSIDS_2,LRB_VSIDS_2_init,5000.02,timeout (wallclock),UNKNOWN,0.0247359,TIMEOUT
sat/Steiner-135-32-bce.cnf.bz2,MapleCOMSPS_LRB_VSIDS_2,default_drup,5000.08,timeout (wallclock),UNKNOWN,0.0211099,TIMEOUT
sat/Steiner-135-32-bce.cnf.bz2,MapleLCMDistChronoBT-DL-Scavel01,default,5000.02,timeout (wallclock),UNKNOWN,0.0258559,TIMEOUT
sat/Steiner-135-32-bce.cnf.bz2,MapleLCMDistChronoBT-DL-Scavel02,default,5000.01,timeout (wallclock),UNKNOWN,0.025519,TIMEOUT
sat/Steiner-135-32-bce.cnf.bz2,MapleLCMDistChronoBT-DL-f2trc,default,5000.01,timeout (wallclock),UNKNOWN,0.0259559,TIMEOUT
sat/Steiner-135-32-bce.cnf.bz2,MapleLCMDistChronoBT-DL-v3,default,5000.05,timeout (wallclock),UNKNOWN,0.0233181,TIMEOUT
sat/Steiner-135-32-bce.cnf.bz2,MapleLCMDistChronoBT-f2trc,default,5000.09,timeout (wallclock),UNKNOWN,0.0302121,TIMEOUT
sat/Steiner-135-32-bce.cnf.bz2,MapleLCMDistChronoBT-f2trc-s,default,883.831,complete,SAT-VERIFIED,0.018137,--
sat/Steiner-135-32-bce.cnf.bz2,Maple_CM+dist,default,3780.2,complete,SAT-VERIFIED,0.030409,--
sat/Steiner-135-32-bce.cnf.bz2,Maple_CM+dist+sattime2s+-,default,17.3625,complete,SAT-VERIFIED,0.011477,--
sat/Steiner-135-32-bce.cnf.bz2,Maple_CM+dist+simp2--,default,5000.03,timeout (wallclock),UNKNOWN,0.0454841,TIMEOUT
sat/Steiner-135-32-bce.cnf.bz2,Maple_CMused+dist,default,3790.36,complete,SAT-VERIFIED,0.02478,--
sat/Steiner-135-32-bce.cnf.bz2,Maple_mix,default,5000.04,timeout (wallclock),UNKNOWN,0.0294021,TIMEOUT
sat/Steiner-135-32-bce.cnf.bz2,Maple_simp,default,5000.02,timeout (wallclock),UNKNOWN,0.0281819,TIMEOUT
sat/Steiner-135-32-bce.cnf.bz2,ParaFROST,default,5000.03,timeout (wallclock),UNKNOWN,0.0228931,TIMEOUT
sat/Steiner-135-32-bce.cnf.bz2,ParaFROST_CBT,default,4581.12,complete,SAT-VERIFIED,0.0216909,--
sat/Steiner-135-32-bce.cnf.bz2,PauSat,default,5000.01,timeout (wallclock),UNKNOWN,0.0225971,TIMEOUT
sat/Steiner-135-32-bce.cnf.bz2,PauSat_noproof,default,5000.11,timeout (wallclock),UNKNOWN,0.0180141,TIMEOUT
sat/Steiner-135-32-bce.cnf.bz2,Relaxed_LCMDCBDL,default,5000.02,timeout (wallclock),UNKNOWN,0.022027,TIMEOUT
sat/Steiner-135-32-bce.cnf.bz2,Relaxed_LCMDCBDL_newTech,default,5000.01,timeout (wallclock),UNKNOWN,0.023317,TIMEOUT
sat/Steiner-135-32-bce.cnf.bz2,SLIME,default,5000.02,timeout (wallclock),UNKNOWN,0.0167579,TIMEOUT
sat/Steiner-135-32-bce.cnf.bz2,Top16-Undominated-LC-MapleLCMDiscChronoBT-DL,default,5000.04,timeout (wallclock),UNKNOWN,0.0174851,TIMEOUT
sat/Steiner-135-32-bce.cnf.bz2,Top24-Undominated-LC-MapleLCMDiscChronoBT-DL,default,5000.07,timeout (wallclock),UNKNOWN,0.0227401,TIMEOUT
sat/Steiner-135-32-bce.cnf.bz2,Top36-Undominated-LC-MapleLCMDiscChronoBT-DL,default,4999.92,timeout (cpu),UNKNOWN,0.0143519,TIMEOUT
sat/Steiner-135-32-bce.cnf.bz2,Undominated-LC-MapleLCMDiscChronoBT-DL,default,5000.11,timeout (wallclock),UNKNOWN,0.0275419,TIMEOUT
sat/Steiner-135-32-bce.cnf.bz2,cadical-alluip,default,5000.09,timeout (wallclock),UNKNOWN,0.020368,TIMEOUT
sat/Steiner-135-32-bce.cnf.bz2,cadical-alluip-trail,default,5000.04,timeout (wallclock),UNKNOWN,0.0246679,TIMEOUT
sat/Steiner-135-32-bce.cnf.bz2,cadical-trail,default,5000.04,timeout (wallclock),UNKNOWN,0.017321,TIMEOUT
sat/Steiner-135-32-bce.cnf.bz2,cryptominisat-ccnr,default,5000.01,timeout (wallclock),UNKNOWN,0.0287799,TIMEOUT
sat/Steiner-135-32-bce.cnf.bz2,cryptominisat-ccnr-lsids,default,104.957,complete,SAT-VERIFIED,0.0165579,--
sat/Steiner-135-32-bce.cnf.bz2,cryptominisat-walksat,default,5000.04,timeout (wallclock),UNKNOWN,0.017604,TIMEOUT
sat/Steiner-135-32-bce.cnf.bz2,exp_L_MLD_CBT_DL,default,4364.24,complete,SAT-VERIFIED,0.0224759,--
sat/Steiner-135-32-bce.cnf.bz2,exp_V_LGB_MLD_CBT_DL,default,5000.03,timeout (wallclock),UNKNOWN,0.0236569,TIMEOUT
sat/Steiner-135-32-bce.cnf.bz2,exp_V_L_MLD_CBT_DL,default,5000.01,timeout (wallclock),UNKNOWN,0.023794,TIMEOUT
sat/Steiner-135-32-bce.cnf.bz2,exp_V_MLD_CBT_DL,default,5000.02,timeout (wallclock),UNKNOWN,0.0293839,TIMEOUT
sat/Steiner-135-32-bce.cnf.bz2,glucose3.0,proofs,441.29,complete,SAT-VERIFIED,0.021328,--
sat/Steiner-135-32-bce.cnf.bz2,upGlucose-3.0_PADC,default,5000.02,timeout (wallclock),UNKNOWN,0.0226231,TIMEOUT
sat/Steiner-135-33-bce.cnf.bz2,CaDiCaL-sc2020,default,5000.05,timeout (wallclock),UNKNOWN,0.0224181,TIMEOUT
sat/Steiner-135-33-bce.cnf.bz2,DurianSat,default,5000.1,timeout (wallclock),UNKNOWN,0.035787,TIMEOUT
sat/Steiner-135-33-bce.cnf.bz2,ExMapleLCMDistChronoBT,PADC_DL,5000.04,timeout (wallclock),UNKNOWN,0.0172111,TIMEOUT
sat/Steiner-135-33-bce.cnf.bz2,ExMapleLCMDistChronoBT,PADC_DL_OVAU_Exp,5000.02,timeout (wallclock),UNKNOWN,0.026458,TIMEOUT
sat/Steiner-135-33-bce.cnf.bz2,ExMapleLCMDistChronoBT,PADC_DL_OVAU_Lin,5000.02,timeout (wallclock),UNKNOWN,0.0284069,TIMEOUT
sat/Steiner-135-33-bce.cnf.bz2,ExMapleLCMDistChronoBT,PSIDS_DL,5000.1,timeout (wallclock),UNKNOWN,0.023996,TIMEOUT
sat/Steiner-135-33-bce.cnf.bz2,Kissat-sc2020-default,default,5000.06,timeout (wallclock),UNKNOWN,0.0242771,TIMEOUT
sat/Steiner-135-33-bce.cnf.bz2,Kissat-sc2020-sat,default,5000.11,timeout (wallclock),UNKNOWN,0.0256359,TIMEOUT
sat/Steiner-135-33-bce.cnf.bz2,Kissat-sc2020-unsat,default,5000.02,timeout (wallclock),UNKNOWN,0.024613,TIMEOUT
sat/Steiner-135-33-bce.cnf.bz2,MLCMDChronoBT-DL-Scavel,default,5000.01,timeout (wallclock),UNKNOWN,0.02776,TIMEOUT
sat/Steiner-135-33-bce.cnf.bz2,Maple-LCM-Dist-alluip-trail,default,5000.02,timeout (wallclock),UNKNOWN,0.035082,TIMEOUT
sat/Steiner-135-33-bce.cnf.bz2,MapleCOMSPS_LRB_VSIDS_2,LRB_VSIDS_2_init,5000.03,timeout (wallclock),UNKNOWN,0.0174321,TIMEOUT
sat/Steiner-135-33-bce.cnf.bz2,MapleCOMSPS_LRB_VSIDS_2,default_drup,5000.04,timeout (wallclock),UNKNOWN,0.0209691,TIMEOUT
sat/Steiner-135-33-bce.cnf.bz2,MapleLCMDistChronoBT-DL-Scavel01,default,5000.02,timeout (wallclock),UNKNOWN,0.034534,TIMEOUT
sat/Steiner-135-33-bce.cnf.bz2,MapleLCMDistChronoBT-DL-Scavel02,default,5000.02,timeout (wallclock),UNKNOWN,0.0343461,TIMEOUT
sat/Steiner-135-33-bce.cnf.bz2,MapleLCMDistChronoBT-DL-f2trc,default,5000.03,timeout (wallclock),UNKNOWN,0.0269231,TIMEOUT
sat/Steiner-135-33-bce.cnf.bz2,MapleLCMDistChronoBT-DL-v3,default,5000.02,timeout (wallclock),UNKNOWN,0.0235839,TIMEOUT
sat/Steiner-135-33-bce.cnf.bz2,MapleLCMDistChronoBT-f2trc,default,5000.01,timeout (wallclock),UNKNOWN,0.0171141,TIMEOUT
sat/Steiner-135-33-bce.cnf.bz2,MapleLCMDistChronoBT-f2trc-s,default,5000.02,timeout (wallclock),UNKNOWN,0.025266,TIMEOUT
sat/Steiner-135-33-bce.cnf.bz2,Maple_CM+dist,default,5000.11,timeout (wallclock),UNKNOWN,0.019431,TIMEOUT
sat/Steiner-135-33-bce.cnf.bz2,Maple_CM+dist+sattime2s+-,default,5000.01,timeout (wallclock),UNKNOWN,0.021789,TIMEOUT
sat/Steiner-135-33-bce.cnf.bz2,Maple_CM+dist+simp2--,default,5000.01,timeout (wallclock),UNKNOWN,0.0164179,TIMEOUT
sat/Steiner-135-33-bce.cnf.bz2,Maple_CMused+dist,default,5000.03,timeout (wallclock),UNKNOWN,0.0270641,TIMEOUT
sat/Steiner-135-33-bce.cnf.bz2,Maple_mix,default,5000.02,timeout (wallclock),UNKNOWN,0.026588,TIMEOUT
sat/Steiner-135-33-bce.cnf.bz2,Maple_simp,default,5000.07,timeout (wallclock),UNKNOWN,0.0312859,TIMEOUT
sat/Steiner-135-33-bce.cnf.bz2,ParaFROST,default,5000.01,timeout (wallclock),UNKNOWN,0.026923,TIMEOUT
sat/Steiner-135-33-bce.cnf.bz2,ParaFROST_CBT,default,5000.03,timeout (wallclock),UNKNOWN,0.018321,TIMEOUT
sat/Steiner-135-33-bce.cnf.bz2,PauSat,default,5000.09,timeout (wallclock),UNKNOWN,0.0194131,TIMEOUT
sat/Steiner-135-33-bce.cnf.bz2,PauSat_noproof,default,5000.1,timeout (wallclock),UNKNOWN,0.0160191,TIMEOUT
sat/Steiner-135-33-bce.cnf.bz2,Relaxed_LCMDCBDL,default,5000.01,timeout (wallclock),UNKNOWN,0.0300931,TIMEOUT
sat/Steiner-135-33-bce.cnf.bz2,Relaxed_LCMDCBDL_newTech,default,5000.04,timeout (wallclock),UNKNOWN,0.0261841,TIMEOUT
sat/Steiner-135-33-bce.cnf.bz2,SLIME,default,5000.03,timeout (wallclock),UNKNOWN,0.0191379,TIMEOUT
sat/Steiner-135-33-bce.cnf.bz2,Top16-Undominated-LC-MapleLCMDiscChronoBT-DL,default,5000.1,timeout (wallclock),UNKNOWN,0.020559,TIMEOUT
sat/Steiner-135-33-bce.cnf.bz2,Top24-Undominated-LC-MapleLCMDiscChronoBT-DL,default,5000.05,timeout (wallclock),UNKNOWN,0.024817,TIMEOUT
sat/Steiner-135-33-bce.cnf.bz2,Top36-Undominated-LC-MapleLCMDiscChronoBT-DL,default,5000.06,timeout (wallclock),UNKNOWN,0.020348,TIMEOUT
sat/Steiner-135-33-bce.cnf.bz2,Undominated-LC-MapleLCMDiscChronoBT-DL,default,5000.02,timeout (wallclock),UNKNOWN,0.0242641,TIMEOUT
sat/Steiner-135-33-bce.cnf.bz2,cadical-alluip,default,5000.01,timeout (wallclock),UNKNOWN,0.0205101,TIMEOUT
sat/Steiner-135-33-bce.cnf.bz2,cadical-alluip-trail,default,5000.07,timeout (wallclock),UNKNOWN,0.0200419,TIMEOUT
sat/Steiner-135-33-bce.cnf.bz2,cadical-trail,default,5000.05,timeout (wallclock),UNKNOWN,0.0205149,TIMEOUT
sat/Steiner-135-33-bce.cnf.bz2,cryptominisat-ccnr,default,5000.05,timeout (wallclock),UNKNOWN,0.026336,TIMEOUT
sat/Steiner-135-33-bce.cnf.bz2,cryptominisat-ccnr-lsids,default,5000.1,timeout (wallclock),UNKNOWN,0.0302149,TIMEOUT
sat/Steiner-135-33-bce.cnf.bz2,cryptominisat-walksat,default,5000.03,timeout (wallclock),UNKNOWN,0.02237,TIMEOUT
sat/Steiner-135-33-bce.cnf.bz2,exp_L_MLD_CBT_DL,default,5000.02,timeout (wallclock),UNKNOWN,0.0320409,TIMEOUT
sat/Steiner-135-33-bce.cnf.bz2,exp_V_LGB_MLD_CBT_DL,default,5000.02,timeout (wallclock),UNKNOWN,0.020509,TIMEOUT
sat/Steiner-135-33-bce.cnf.bz2,exp_V_L_MLD_CBT_DL,default,5000.02,timeout (wallclock),UNKNOWN,0.020395,TIMEOUT
sat/Steiner-135-33-bce.cnf.bz2,exp_V_MLD_CBT_DL,default,5000.01,timeout (wallclock),UNKNOWN,0.022984,TIMEOUT
sat/Steiner-135-33-bce.cnf.bz2,glucose3.0,proofs,5000.01,timeout (wallclock),UNKNOWN,0.018026,TIMEOUT
sat/Steiner-135-33-bce.cnf.bz2,upGlucose-3.0_PADC,default,5000.05,timeout (wallclock),UNKNOWN,0.0207841,TIMEOUT
sat/Steiner-15-7-bce.cnf.bz2,CaDiCaL-sc2020,default,0.011418,complete,UNSAT,0.121039,--
sat/Steiner-15-7-bce.cnf.bz2,DurianSat,default,0.0211639,complete,UNSAT,0.117741,--
sat/Steiner-15-7-bce.cnf.bz2,ExMapleLCMDistChronoBT,PADC_DL,0.00976006,complete,UNSAT,0.119028,--
sat/Steiner-15-7-bce.cnf.bz2,ExMapleLCMDistChronoBT,PADC_DL_OVAU_Exp,0.0139529,complete,UNSAT,0.121529,--
sat/Steiner-15-7-bce.cnf.bz2,ExMapleLCMDistChronoBT,PADC_DL_OVAU_Lin,0.0098479,complete,UNSAT,0.119598,--
sat/Steiner-15-7-bce.cnf.bz2,ExMapleLCMDistChronoBT,PSIDS_DL,0.00923693,complete,UNSAT,0.118451,--
sat/Steiner-15-7-bce.cnf.bz2,Kissat-sc2020-default,default,0.0236061,complete,UNSAT,0.123615,--
sat/Steiner-15-7-bce.cnf.bz2,Kissat-sc2020-sat,default,0.0115539,complete,UNSAT,0.123365,--
sat/Steiner-15-7-bce.cnf.bz2,Kissat-sc2020-unsat,default,0.020687,complete,UNSAT,0.120683,--
sat/Steiner-15-7-bce.cnf.bz2,MLCMDChronoBT-DL-Scavel,default,0.0109159,complete,UNSAT,0.12069,--
sat/Steiner-15-7-bce.cnf.bz2,Maple-LCM-Dist-alluip-trail,default,0.009365,complete,UNSAT,0.119864,--
sat/Steiner-15-7-bce.cnf.bz2,MapleCOMSPS_LRB_VSIDS_2,LRB_VSIDS_2_init,0.010821,complete,UNSAT,0.121449,--
sat/Steiner-15-7-bce.cnf.bz2,MapleCOMSPS_LRB_VSIDS_2,default_drup,0.014893,complete,UNSAT,0.118553,--
sat/Steiner-15-7-bce.cnf.bz2,MapleLCMDistChronoBT-DL-Scavel01,default,0.020172,complete,UNSAT,0.122413,--
sat/Steiner-15-7-bce.cnf.bz2,MapleLCMDistChronoBT-DL-Scavel02,default,0.018737,complete,UNSAT,0.119336,--
sat/Steiner-15-7-bce.cnf.bz2,MapleLCMDistChronoBT-DL-f2trc,default,0.012428,complete,UNSAT,0.119102,--
sat/Steiner-15-7-bce.cnf.bz2,MapleLCMDistChronoBT-DL-v3,default,0.017653,complete,UNSAT,0.117615,--
sat/Steiner-15-7-bce.cnf.bz2,MapleLCMDistChronoBT-f2trc,default,0.00939193,complete,UNSAT,0.120082,--
sat/Steiner-15-7-bce.cnf.bz2,MapleLCMDistChronoBT-f2trc-s,default,0.0121631,complete,UNSAT,0.118597,--
sat/Steiner-15-7-bce.cnf.bz2,Maple_CM+dist,default,0.026723,complete,UNSAT,0.121054,--
sat/Steiner-15-7-bce.cnf.bz2,Maple_CM+dist+sattime2s+-,default,58.8566,complete,UNSAT,0.124436,--
sat/Steiner-15-7-bce.cnf.bz2,Maple_CM+dist+simp2--,default,0.0155751,complete,UNSAT,0.122319,--
sat/Steiner-15-7-bce.cnf.bz2,Maple_CMused+dist,default,0.019723,complete,UNSAT,0.122159,--
sat/Steiner-15-7-bce.cnf.bz2,Maple_mix,default,0.02133,complete,UNSAT,0.122197,--
sat/Steiner-15-7-bce.cnf.bz2,Maple_simp,default,0.011961,complete,UNSAT,0.121403,--
sat/Steiner-15-7-bce.cnf.bz2,ParaFROST,default,0.00961212,complete,UNSAT,0.120595,--
sat/Steiner-15-7-bce.cnf.bz2,ParaFROST_CBT,default,0.011583,complete,UNSAT,0.118646,--
sat/Steiner-15-7-bce.cnf.bz2,PauSat,default,0.024474,complete,UNSAT,0.119358,--
sat/Steiner-15-7-bce.cnf.bz2,PauSat_noproof,default,0.00941698,complete,UNSAT,0.11787,--
sat/Steiner-15-7-bce.cnf.bz2,Relaxed_LCMDCBDL,default,2.22585,complete,UNSAT,0.119613,--
sat/Steiner-15-7-bce.cnf.bz2,Relaxed_LCMDCBDL_newTech,default,1.16987,complete,UNSAT,0.119139,--
sat/Steiner-15-7-bce.cnf.bz2,SLIME,default,0.012243,complete,UNSAT,0.119525,--
sat/Steiner-15-7-bce.cnf.bz2,Top16-Undominated-LC-MapleLCMDiscChronoBT-DL,default,0.010772,complete,UNSAT,0.118502,--
sat/Steiner-15-7-bce.cnf.bz2,Top24-Undominated-LC-MapleLCMDiscChronoBT-DL,default,0.0108539,complete,UNSAT,0.118346,--
sat/Steiner-15-7-bce.cnf.bz2,Top36-Undominated-LC-MapleLCMDiscChronoBT-DL,default,0.0211361,complete,UNSAT,0.119953,--
sat/Steiner-15-7-bce.cnf.bz2,Undominated-LC-MapleLCMDiscChronoBT-DL,default,0.0223091,complete,UNSAT,0.119304,--
sat/Steiner-15-7-bce.cnf.bz2,cadical-alluip,default,0.012943,complete,UNSAT,0.123024,--
sat/Steiner-15-7-bce.cnf.bz2,cadical-alluip-trail,default,0.00978497,complete,UNSAT,0.119514,--
